SAMPLE	GENOME	TOT_RDS	TOT_BP	Size	MEAN_COV	COM_FRAC
ET_SCN_13	2019_SCN_bioreactor_inoc_reactorb_Clostridiales_33_7	0	0	2768656	0	0
ET_SCN_13	2019_SCN_bioreactor_inoc_reactorb_Micrococcales_71_5	8303	1244893	2321692	0.536200754	0.002309821
ET_SCN_13	2019_SCN_bioreactor_t0_Stenotrophomonas_maltophilia_67_6	28	4199	2741033	0.001531904	6.6e-06
ET_SCN_13	2019_SCN_bioreactor_t1_biofilm_Bacteria_60_83	3195	478968	4926059	0.097231479	0.000418849
ET_SCN_13	2019_SCN_bioreactor_t1_biofilm_Bacteroidetes_44_32	35	5250	5604790	0.000936699	4.04e-06
ET_SCN_13	2019_SCN_bioreactor_t1_biofilm_Cellulomonas_74_9	2880	431881	1978896	0.218243404	0.000940139
ET_SCN_13	2019_SCN_bioreactor_t1_biofilm_Enterobacter_55_10	7	1050	4531288	0.000231722	9.98e-07
ET_SCN_13	2019_SCN_bioreactor_t1_biofilm_Flavobacteriales_36_17	100	14993	3456031	0.004338213	1.87e-05
ET_SCN_13	2019_SCN_bioreactor_t1_biofilm_Gammaproteobacteria_65_65	12864	1928773	3431684	0.562048545	0.002421167
ET_SCN_13	2019_SCN_bioreactor_t1_biofilm_Legionellales_40_39	15	2250	3217128	0.000699382	3.01e-06
ET_SCN_13	2019_SCN_bioreactor_t1_biofilm_Microbacterium_71_12	2669	400099	3035962	0.131786564	0.000567704
ET_SCN_13	2019_SCN_bioreactor_t1_biofilm_Micrococcales_70_15	22	3286	2203065	0.001491558	6.43e-06
ET_SCN_13	2019_SCN_bioreactor_t1_biofilm_Micrococcales_73_29	11973	1795047	3783799	0.474403371	0.002043613
ET_SCN_13	2019_SCN_bioreactor_t1_biofilm_Pseudonocardia_dioxanivorans_73_113	343065	51430497	6259414	8.216503494	0.035394683
ET_SCN_13	2019_SCN_bioreactor_t1_biofilm_Verrucomicrobia_66_15	11	1648	4635063	0.000355551	1.53e-06
ET_SCN_13	2019_SCN_bioreactor_t1_planktonic_Alphaproteobacteria_67_63	5852	877387	5503510	0.159423168	0.000686756
ET_SCN_13	2019_SCN_bioreactor_t2_biofilm_Acidovorax_65_56	3620	542889	5190320	0.104596441	0.000450576
ET_SCN_13	2019_SCN_bioreactor_t2_biofilm_Alphaproteobacteria_70_37	7684	1152067	4857358	0.237179759	0.001021712
ET_SCN_13	2019_SCN_bioreactor_t2_biofilm_Herbaspirillum_63_171	12746	1910823	5554569	0.344009229	0.001481907
ET_SCN_13	2019_SCN_bioreactor_t2_biofilm_Hyphomicrobium_denitrificans_61_11	44916	6733997	2933659	2.295425951	0.009888132
ET_SCN_13	2019_SCN_bioreactor_t2_biofilm_Novosphingobium_sp_MD-1_67_8	696	104358	3432314	0.030404561	0.000130975
ET_SCN_13	2019_SCN_bioreactor_t2_biofilm_Sphingobacteriales_50_15	437747	65635142	9343152	7.024946399	0.030261747
ET_SCN_13	2019_SCN_bioreactor_t2_biofilm_Xanthomonadales_71_37	1356	203294	2596304	0.078301308	0.000337303
ET_SCN_13	2019_SCN_bioreactor_t2_plantonic_Alphaproteobacteria_70_36	13736	2059395	5884952	0.349942531	0.001507467
ET_SCN_13	2019_SCN_bioreactor_t2_plantonic_Sphingomonadales_63_2074	33314	4994774	3756989	1.329461971	0.005726996
ET_SCN_13	2019_SCN_bioreactor_t3_biofilm_Acidobacteriales_60_11	4642	696050	4117645	0.169040799	0.000728186
ET_SCN_13	2019_SCN_bioreactor_t3_biofilm_Bacteroidetes_40_21	847	127008	6135429	0.020700753	8.92e-05
ET_SCN_13	2019_SCN_bioreactor_t3_biofilm_Bacteroidetes_44_17	323685	48532260	6069571	7.995995104	0.034444787
ET_SCN_13	2019_SCN_bioreactor_t3_biofilm_Devosia_66_11	51	7649	4285650	0.001784793	7.69e-06
ET_SCN_13	2019_SCN_bioreactor_t3_biofilm_Leifsonia_71_11	3164	474469	3034240	0.156371612	0.000673611
ET_SCN_13	2019_SCN_bioreactor_t3_biofilm_Verrucomicrobia_59_10	69954	10488661	3637044	2.883842208	0.012422885
ET_SCN_13	2019_SCN_bioreactor_t3_planktonic_Azospirillum_lipoferum_68_106	2760	413776	5405113	0.076552701	0.00032977
ET_SCN_13	2019_SCN_bioreactor_t3_planktonic_Klebsiella_oxytoca_56_23	22282	3341065	5785362	0.577503188	0.002487742
ET_SCN_13	2019_SCN_bioreactor_t3_planktonic_Planctomycetes_54_6	3564	534377	5229224	0.102190497	0.000440212
ET_SCN_13	2019_SCN_bioreactor_t4_biofilm_Comamonas_61_10	1102	165241	5354488	0.03086028	0.000132939
ET_SCN_13	2019_SCN_bioreactor_t4_planktonic_Bacteroidetes_43_45	37319	5596132	4229238	1.323201012	0.005700026
ET_SCN_13	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	15317	2296491	6293399	0.36490472	0.00157192
ET_SCN_13	CN18_26_2_15_R1_F_uSCNPILOT_CONT_500_BF_Rhizobiales_64_17_64_27	12630	1893624	4633717	0.408661988	0.001760416
ET_SCN_13	CN18_26_2_15_R4_P_Melainabacteria_51_74	329	49344	4615792	0.010690256	4.61e-05
ET_SCN_13	CN18_30_10_14_R2_B_Alphaproteobacteria_67_12	21	3149	5684320	0.00055398	2.39e-06
ET_SCN_13	E.coli_WM3604_scaffold_min1000	83	12449	4612074	0.002699219	1.16e-05
ET_SCN_13	SCN18_10_11_15_R1_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47_63_12	166	24888	4665019	0.005335027	2.3e-05
ET_SCN_13	SCN18_10_11_15_R1_B_SCNPILOT_EXPT_1000_BF_Rhizobiales_63_7_63_17	33	4894	6549139	0.000747274	3.22e-06
ET_SCN_13	SCN18_10_11_15_R1_B_Solirubrobacterales_67_19	0	0	3216134	0	0
ET_SCN_13	SCN18_10_11_15_R1_P_Microbacterium_71_863	6	900	3864224	0.000232906	1e-06
ET_SCN_13	SCN18_10_11_15_R3_B_Afipia_64_1782_curated	687340	103044139	3548607	29.03791234	0.125088209
ET_SCN_13	SCN18_10_11_15_R3_B_Rhizobiales_63_59	382	57272	7452781	0.007684648	3.31e-05
ET_SCN_13	SCN18_10_11_15_R4_P_Reyranella_68_349	144	21598	6472661	0.003336804	1.44e-05
ET_SCN_13	SCN18_10_11_15_R4_P_Rhizobiales_68_13	5401	809793	5537263	0.146244273	0.000629984
ET_SCN_13	SCN18_10_11_15_R4_P_SCNPILOT_CONT_750_P_Caedibacter_acanthamoebae_37_11_38_20	30	4498	1645883	0.00273288	1.18e-05
ET_SCN_13	SCN18_10_11_15_R4_P_SCNPILOT_EXPT_1000_BF_Sphingobacteriia_40_10_29_136	0	0	2121440	0	0
ET_SCN_13	SCN18_10_11_15_R4_P_Sphingobacteriales_45_140	0	0	3943039	0	0
ET_SCN_13	SCN18_10_11_15_R5_B_Rhizobiales_67_21	6	894	8382456	0.000106651	4.59e-07
ET_SCN_13	SCN18_10_11_15_R5_B_SCNPILOT_CONT_1000_BF_Mesorhizobium_65_39_64_12	53072	7956531	7086805	1.122724698	0.004836423
ET_SCN_13	SCN18_10_11_15_R5_P_Alphaproteobacteria_68_131	3110	466332	7539962	0.061848057	0.000266426
ET_SCN_13	SCN18_10_11_15_R5_P_Candidatus_Caedibacter_acanthamoebae_SCNPILOT_EXPT_500_P_38_48_38_48	4	600	1997675	0.000300349	1.29e-06
ET_SCN_13	SCN18_13_7_16_R1_B_Burkholderiales_69_20	55	8249	3916558	0.002106186	9.07e-06
ET_SCN_13	SCN18_13_7_16_R1_B_Mesorhizobium_65_18	32	4799	4818058	0.000996044	4.29e-06
ET_SCN_13	SCN18_13_7_16_R1_B_Nakamurella_69_21	93	13945	4497244	0.003100788	1.34e-05
ET_SCN_13	SCN18_13_7_16_R1_B_SCNpilot_P_inoc_Stenotrophomonas_69_27_68_91	123	18446	4001815	0.004609408	1.99e-05
ET_SCN_13	SCN18_13_7_16_R1_B_Solirubrobacterales_68_13	2	300	2489084	0.000120526	5.19e-07
ET_SCN_13	SCN18_13_7_16_R1_B_Xanthomonadales_69_60	2	173	3386114	5.11e-05	2.2e-07
ET_SCN_13	SCN18_13_7_16_R3_B_Actinobacteria_70_9	3518	527128	4508133	0.116928227	0.000503698
ET_SCN_13	SCN18_13_7_16_R3_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47_63_31	14659	2197513	4726775	0.464907469	0.002002707
ET_SCN_13	SCN18_13_7_16_R3_B_SCN_Thiomonas_15x_64_19	2946414	441775799	3414391	129.3864115	0.557364948
ET_SCN_13	SCN18_13_7_16_R4_B_Burkholderiales_66_10	31	4650	6110206	0.000761022	3.28e-06
ET_SCN_13	SCN18_13_7_16_R4_B_Burkholderiales_68_29	48	7194	6729370	0.001069045	4.61e-06
ET_SCN_13	SCN18_14_9_16_R1_B_Chryseobacterium_40_24	104	15589	3048146	0.005114256	2.2e-05
ET_SCN_13	SCN18_14_9_16_R1_B_Rhizobiales_65_9	25	3750	5013351	0.000748003	3.22e-06
ET_SCN_13	SCN18_14_9_16_R1_B_SCNpilot_P_inoc_Kapabacteria_57_18_59_45	0	0	3253864	0	0
ET_SCN_13	SCN18_14_9_16_R2_B_Alphaproteobacteria_64_15	7341	1100598	6313041	0.174337217	0.000751002
ET_SCN_13	SCN18_14_9_16_R3_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47-related_60_10	2	300	3129718	9.59e-05	4.13e-07
ET_SCN_13	SCN18_14_9_16_R3_B_SCNPILOT_EXPT_1000_BF_Sphingobacteriia_40_10_37_82	0	0	3329790	0	0
ET_SCN_13	SCN18_14_9_16_R4_B_Actinobacteria_68_6	0	0	1814631	0	0
ET_SCN_13	SCN18_14_9_16_R4_B_SCNPILOT_EXPT_300_BF_Sphingomonadales_67_9_67_9	318	47675	2933246	0.016253325	7e-05
ET_SCN_13	SCN18_14_9_16_R5_B_Filimonas_42_18	6	900	6151592	0.000146304	6.3e-07
ET_SCN_13	SCN18_14_9_16_R5_B_Mesorhizobium_63_3	1051	157590	6235509	0.025272997	0.00010887
ET_SCN_13	SCN18_25_1_16_R1_B_Burkholderiales_68_8	0	0	2409378	0	0
ET_SCN_13	SCN18_25_1_16_R1_B_Chitinophagaceae_40_177	0	0	4101688	0	0
ET_SCN_13	SCN18_25_1_16_R1_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47_62_13	2203	330301	5170539	0.063881348	0.000275185
ET_SCN_13	SCN18_25_1_16_R1_B_SCN_Comamonas_36x_67_66	153	22895	3347540	0.006839351	2.95e-05
ET_SCN_13	SCN18_25_1_16_R2_B_Alphaproteobacteria_70_11	5562	833641	4340141	0.192076939	0.00082742
ET_SCN_13	SCN18_25_1_16_R2_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47-related_62_30	21	3150	5027196	0.000626592	2.7e-06
ET_SCN_13	SCN18_25_1_16_R3_B_Rudaea_64_147	2212	331744	5517738	0.060123188	0.000258996
ET_SCN_13	SCN18_25_1_16_R3_B_SCNPILOT_CONT_1000_P_Gammaproteobacteria_novel_39_13_39_37	0	0	3677198	0	0
ET_SCN_13	SCN18_25_1_16_R4_B_SCNPILOT_SOLID2_TRIM150_Afipia_61_20_61_46	3027	453817	3896152	0.116478259	0.00050176
ET_SCN_13	SCN18_25_1_16_R5_B_Rhizobiales_60_7	2984	447400	4184928	0.106907455	0.000460531
ET_SCN_13	SCN18_25_8_15_R2_B_Bosea_sp_LC85_SCNPILOT_EXPT_1000_BF_Rhizobiales_65_15_66_16	2	300	4890684	6.13e-05	2.64e-07
ET_SCN_13	SCN18_25_8_15_R2_B_CN-SCN_Microbacterium_18x_70_9	6	900	3048282	0.000295248	1.27e-06
ET_SCN_13	SCN18_25_8_15_R2_B_Nitrosospira_multiformis_SCNPILOT_SOLID_1_TRIM150_Nitrosospira_54_27_54_34	8	1190	3018418	0.000394246	1.7e-06
ET_SCN_13	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_1000_BF_Altererythrobacter_66_12_66_16	24	3591	3158237	0.001137027	4.9e-06
ET_SCN_13	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_1000_BF_Devosia_62_26-related_62_9	24	3600	4234864	0.000850086	3.66e-06
ET_SCN_13	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_750_BF_Actinomycetales_70_150_72_69	0	0	3324329	0	0
ET_SCN_13	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_750_BF_Sphingobacteriia_47_330_48_20	247	37047	4755454	0.007790423	3.36e-05
ET_SCN_13	SCN18_25_8_15_R2_B_SCNpilot_BF_INOC_Bordetella_67_10-related_69_14	0	0	3143846	0	0
ET_SCN_13	SCN18_25_8_15_R2_B_Xanthomonadales_66_12	2382	357258	3496265	0.102182758	0.000440178
ET_SCN_13	SCN18_25_8_15_R3_B_WPS-2_62_28	56	8399	7653012	0.001097476	4.73e-06
ET_SCN_13	SCN18_25_8_15_R4_B_Xanthomonadales_70_612	8	1200	2676672	0.000448318	1.93e-06
ET_SCN_13	SCN18_25_8_15_R5_B_Rhodanobaceraceae_66_24	10440	1564945	3724418	0.420185113	0.001810054
ET_SCN_13	SCN18_26_2_15_R1_B_Micrococcales_64_47	6474	970531	4082655	0.237720552	0.001024042
ET_SCN_13	SCN18_26_2_15_R1_B_Proprionibacteraceae_70_19	9498	1424029	4242603	0.335649836	0.001445897
ET_SCN_13	SCN18_26_2_15_R1_B_SCNPILOT_CONT_1000_BF_Rhizobiales_65_79_66_12	334	50068	4868845	0.010283342	4.43e-05
ET_SCN_13	SCN18_26_2_15_R1_B_SCNPILOT_SOLID2_TRIM150_Alphaproteobacteria_62_41_62_24	1645	246588	3582612	0.068829111	0.000296499
ET_SCN_13	SCN18_26_2_15_R1_F_Bosea_sp_LC85_SCNPILOT_EXPT_1000_BF_Rhizobiales_65_15_67_33	502	75270	4873045	0.015446194	6.65e-05
ET_SCN_13	SCN18_26_2_15_R1_F_Chitinophagaceae_50_26	393058	58930965	7944810	7.417542396	0.031952955
ET_SCN_13	SCN18_26_2_15_R1_F_SCNPILOT_CONT_1000_BF_Chloroflexi_54_27_54_23	161512	24216402	8956367	2.703819752	0.011647393
ET_SCN_13	SCN18_26_2_15_R1_F_SCNPILOT_EXPT_300_BF_Thiobacillus_62_448_63_78	737	110401	3584500	0.030799554	0.000132677
ET_SCN_13	SCN18_26_2_15_R1_P_SCNPILOT_CONT_1000_BF_Mesorhizobium_65_39_65_22	84429	12658943	6615161	1.913625836	0.008243431
ET_SCN_13	SCN18_26_2_15_R2_B_Rhizobiales_60_31	114	16978	6552773	0.002590964	1.12e-05
ET_SCN_13	SCN18_26_2_15_R2_B_Rhizobiales_61_8	3634	544815	2996661	0.181807352	0.000783182
ET_SCN_13	SCN18_26_2_15_R2_B_SCNPILOT_CONT_1000_BF_Rhizobiales_65_18_67_34	87215	13074525	4186106	3.123314364	0.013454473
ET_SCN_13	SCN18_26_2_15_R2_B_SCNPILOT_CONT_750_BF_Rhodospirillales_68_10_70_15	5931	889203	5293473	0.167981021	0.000723621
ET_SCN_13	SCN18_26_2_15_R2_B_SCN_Variovorax_21x_67_25	2	37	7857986	4.71e-06	2.03e-08
ET_SCN_13	SCN18_26_2_15_R2_P_Planctomycetes_69_10	13	1950	6638716	0.000293731	1.27e-06
ET_SCN_13	SCN18_26_2_15_R2_P_SCNPILOT_CONT_500_P_Xanthomonadales_69_150_Rhodanobacter_68_51	315	47224	3833301	0.012319408	5.31e-05
ET_SCN_13	SCN18_26_2_15_R3_B_Saccharibacteria_TM7_47_55	0	0	938312	0	0
ET_SCN_13	SCN18_26_2_15_R4_B_Rhodanobacter_69_138	201767	30249447	4047913	7.472850083	0.032191207
ET_SCN_13	SCN18_26_2_15_R4_B_SCNPILOT_CONT_750_P_Burkholderiales_64_62_65_12	18	2700	5469709	0.000493628	2.13e-06
ET_SCN_13	SCN18_26_2_15_R4_P_Microbacterium_70_222	82282	12335471	2953160	4.177041203	0.01799367
ET_SCN_13	SCN18_26_2_15_R5_B_Alphaproteobacteria_66_27	2016	301805	7324041	0.041207443	0.000177512
ET_SCN_13	SCN18_26_2_15_R5_F_Sphingomonas_65_27	58	8698	3341277	0.002603196	1.12e-05
ET_SCN_13	SCN18_30_10_14_R1_B_SCNPILOT_EXPT_1000_BF_Afipia_62_8_60_16	981	147098	4609494	0.031911963	0.000137469
ET_SCN_13	SCN18_30_10_14_R1_B_SCNPILOT_EXPT_750_BF_Actinomycetales_70_150_73_20	0	0	2848058	0	0
ET_SCN_13	SCN18_30_10_14_R1_B_Sphingobium_66_9	13	1945	3875922	0.000501816	2.16e-06
ET_SCN_13	SCN18_30_10_14_R1_P_Bosea_67_18	2632	394483	4815883	0.081912912	0.000352861
ET_SCN_13	SCN18_30_10_14_R1_P_Cytophagales_49_46	0	0	8175295	0	0
ET_SCN_13	SCN18_30_10_14_R1_P_Rhizobiales_62_27	3612	541544	5806422	0.093266387	0.000401769
ET_SCN_13	SCN18_30_10_14_R1_P_SCNPILOT_EXPT_1000_BF_Sphingomonas_65_55_65_26	2	300	3585854	8.37e-05	3.6e-07
ET_SCN_13	SCN18_30_10_14_R2_B_Alphaproteobacteria_64_8	101	15141	2659181	0.005693858	2.45e-05
ET_SCN_13	SCN18_30_10_14_R2_B_Bacteria_71_11	3	319	9007526	3.54e-05	1.53e-07
ET_SCN_13	SCN18_30_10_14_R2_B_Bradyrhizobiaceae_62_135	14055	2107569	4799874	0.439088401	0.001891485
ET_SCN_13	SCN18_30_10_14_R2_B_Possibly_Chloroflexi_64_8	24	3600	3141211	0.001146055	4.94e-06
ET_SCN_13	SCN18_30_10_14_R2_B_Rhizobiales_63_8	70	10497	4692807	0.002236828	9.64e-06
ET_SCN_13	SCN18_30_10_14_R2_B_Rhizobiales_64_10	16	2400	4560801	0.000526223	2.27e-06
ET_SCN_13	SCN18_30_10_14_R2_B_Rhizobiales_64_7	4	600	2659393	0.000225615	9.72e-07
ET_SCN_13	SCN18_30_10_14_R2_B_Rhizobiales_64_8	188	28195	3075841	0.009166599	3.95e-05
ET_SCN_13	SCN18_30_10_14_R2_B_Rhizobiales_67_7	85	12744	2127637	0.005989744	2.58e-05
ET_SCN_13	SCN18_30_10_14_R2_B_SCNPILOT_CONT_1000_P_Alphaproteobacteria_64_11_65_16	10886	1632297	3446473	0.473613749	0.002040212
ET_SCN_13	SCN18_30_10_14_R2_B_SCNPILOT_EXPT_1000_BF_Afipia_62_8-rel_65_16	194	29088	4019435	0.007236838	3.12e-05
ET_SCN_13	SCN18_30_10_14_R2_B_SCNPILOT_SOLID2_TRIM150_Alphaproteobacteria_62_41_63_12	7294	1093597	3494698	0.31293033	0.001348027
ET_SCN_13	SCN18_30_10_14_R2_P_Burkholderiales_63_16	72	10798	5657395	0.001908652	8.22e-06
ET_SCN_13	SCN18_30_10_14_R2_P_Sphingomonas_67_78	18	2698	3183506	0.000847493	3.65e-06
ET_SCN_13	SCN18_30_10_14_R3_B_Delftia_65_125	9	1340	4899136	0.000273518	1.18e-06
ET_SCN_13	SCN18_30_10_14_R3_B_Leifsonia_70_93	0	0	3126661	0	0
ET_SCN_13	SCN18_30_10_14_R3_B_Rhizobiales_60_7	7	1050	4098479	0.000256193	1.1e-06
ET_SCN_13	SCN18_30_10_14_R3_B_Rhizobiales_64_9	0	0	5594316	0	0
ET_SCN_13	SCN18_30_10_14_R3_B_SCNPILOT_CONT_1000_P_Verrucomicrobia_61_8_61_17	9	1350	5110051	0.000264185	1.14e-06
ET_SCN_13	SCN18_30_10_14_R3_B_SCNPILOT_CONT_500_BF_Rhizobiales_64_17-related_63_20	371	55639	3709453	0.014999247	6.46e-05
ET_SCN_13	SCN18_30_10_14_R3_B_SCNPILOT_EXPT_500_BF_STEP10_Armatimonadetes_55_34_56_13	6	900	4448170	0.00020233	8.72e-07
ET_SCN_13	SCN18_30_10_14_R3_B_SCNpilot_P_inoc_Thiobacillus_strain2_63_34_65_22	26	3895	2984013	0.001305289	5.62e-06
ET_SCN_13	SCN18_30_10_14_R3_P_Alphaproteobacteria_65_207	2194	328990	5203457	0.063225275	0.000272359
ET_SCN_13	SCN18_30_10_14_R3_P_Bosea_sp_LC85_SCNPILOT_EXPT_1000_BF_Rhizobiales_65_15_67_61	0	0	5551342	0	0
ET_SCN_13	SCN18_30_10_14_R3_P_Burkholderiales_68_190	122	18293	4991047	0.003665163	1.58e-05
ET_SCN_13	SCN18_30_10_14_R3_P_CN-SCN_Devosia_27x_66_71	350	52479	4092090	0.012824498	5.52e-05
ET_SCN_13	SCN18_30_10_14_R3_P_CN-SCN_Microbacterium_27x_70_19	230	34499	2788097	0.012373673	5.33e-05
ET_SCN_13	SCN18_30_10_14_R3_P_Caulobacterales_69_10	0	0	2395800	0	0
ET_SCN_13	SCN18_30_10_14_R3_P_Rhizobiales_65_8	2	300	3477740	8.63e-05	3.72e-07
ET_SCN_13	SCN18_30_10_14_R3_P_SCNPILOT_EXPT_1000_BF_Afipia_62_8_62_188	2081	311939	3895075	0.080085493	0.000344989
ET_SCN_13	SCN18_30_10_14_R4_B_Microbacterium_70_78	380	56987	3498495	0.016289004	7.02e-05
ET_SCN_13	SCN18_30_10_14_R4_P_Alphaproteobacteria_64_8	1685	252677	5414201	0.046669305	0.00020104
ET_SCN_13	SCN18_30_10_14_R4_P_Microbacterium_70_55	684	102558	3762096	0.027260867	0.000117433
ET_SCN_13	SCN18_30_10_14_R4_P_Rhizobiales_66_13	426	63858	4256458	0.015002615	6.46e-05
ET_SCN_13	SCN18_30_10_14_R4_P_SCNPILOT_CONT_300_BF_Rhizobiales_67_6-related_67_37	13932	2088405	5097286	0.409709206	0.001764927
ET_SCN_13	SCN18_30_10_14_R4_P_SCN_Variovorax_21x_69_13	13	1945	6119080	0.000317858	1.37e-06
ET_SCN_13	SCN18_30_10_14_R5_P_Alphaproteobacteria_65_16	5	746	5322918	0.000140149	6.04e-07
ET_SCN_13	SCN18_30_10_14_R5_P_Burkholderiales_69_51	0	0	4428054	0	0
ET_SCN_13	SCN18_30_10_14_R5_P_Hydrogenophaga_sp_PBC_SCNpilot_P_inoc_Hydrogenophaga_70_12_70_78	0	0	4666461	0	0
ET_SCN_13	SCN18_30_10_14_R5_P_Sphingomonadales_65_13	2	300	5106904	5.87e-05	2.53e-07
ET_SCN_13	SCN18_31_3_15_R1_B_Nitrobacter_62_136	10403	1559797	3596918	0.433648195	0.00186805
ET_SCN_13	SCN18_31_3_15_R1_B_Nitrosospira_56_42	7163	1073902	3240699	0.331379742	0.001427503
ET_SCN_13	SCN18_31_3_15_R1_B_SCNPILOT_CONT_1000_BF_Rhizobiales_65_79_68_31	2664	399376	4431631	0.090119417	0.000388212
ET_SCN_13	SCN18_31_3_15_R3_B_SCNPILOT_EXPT_300_BF_Sphingomonas_67_13_68_146	22478	3369671	4444055	0.758242416	0.003266322
ET_SCN_13	SCN18_31_3_15_R4_B_Acidobacteria_62_15	19558	2931820	9385101	0.312390884	0.001345703
ET_SCN_13	SCN18_31_3_15_R4_B_SCNpilot_BF_INOC_Flavobacterium_39_30_40_63	0	0	3890927	0	0
ET_SCN_13	SCN18_31_3_15_R5_B_SCNPILOT_CONT_750_BF_Chitinophagaceae_50_32	62	9300	9391252	0.000990283	4.27e-06
ET_SCN_13	SCN18_SCNpilot_BF_INOC_Bordetella_67_10_67_46	4	600	3232968	0.000185588	7.99e-07
ET_SCN_13	SCNPILOT_EXPT_1000_BF_Rhizobiales_69_8_partial_69_13	120	17996	5320238	0.003382555	1.46e-05
ET_SCN_13	SCN_bioreactor_inoc_reactora_Bacteroidetes_38_10	0	0	3655513	0	0
ET_SCN_13	SCN_bioreactor_inoc_reactora_Bacteroidetes_39_99	0	0	3302211	0	0
ET_SCN_13	SCN_bioreactor_inoc_reactora_Legionella_40_7	767	114998	2376544	0.048388753	0.000208447
ET_SCN_13	SCN_bioreactor_inoc_reactorb_Actinobacteria_65_60	1	150	2733184	5.49e-05	2.36e-07
ET_SCN_13	SCN_bioreactor_inoc_reactorb_Bacteroidetes_53_13	0	0	3035995	0	0
ET_SCN_13	SCN_bioreactor_inoc_reactorb_Betaproteobacteria_68_25	853	127622	4928268	0.025895913	0.000111553
ET_SCN_13	SCN_bioreactor_inoc_reactorb_Rhodocyclales_66_46	276	41387	3693402	0.011205658	4.83e-05
ET_SCN_13	SCN_bioreactor_t0_Alphaproteobacteria_66_43	1725	258614	5098746	0.050721099	0.000218494
ET_SCN_13	SCN_bioreactor_t0_Leifsonia_70_11	684	102245	2690851	0.037997273	0.000163683
ET_SCN_13	SCN_bioreactor_t0_Rhizobiales_60_89	597	89514	4455400	0.020091125	8.65e-05
ET_SCN_13	SCNpilot_BF_INOC_Bordetella_67_10_67_30	515	77097	6610525	0.011662765	5.02e-05
ET_SCN_13	pHLL249	0	0	4808	0	0
ET_SCN_13	pHLL250	0	0	4892	0	0
ET_SCN_13	scnpilot_dereplicated_Accumulibacter_1	20	2999	4385439	0.000683854	2.95e-06
ET_SCN_13	scnpilot_dereplicated_Acinetobacter_1	0	0	3478169	0	0
ET_SCN_13	scnpilot_dereplicated_Aeromonas_1	0	0	4467577	0	0
ET_SCN_13	scnpilot_dereplicated_Alicycliphilus_1	227	34046	4633122	0.007348393	3.17e-05
ET_SCN_13	scnpilot_dereplicated_Alphaproteobacteria_1	0	0	2859639	0	0
ET_SCN_13	scnpilot_dereplicated_Alphaproteobacteria_5	0	0	1883020	0	0
ET_SCN_13	scnpilot_dereplicated_Alphaproteobacteria_9	92	13795	1559746	0.008844389	3.81e-05
ET_SCN_13	scnpilot_dereplicated_Amoebophilus_1	0	0	1762822	0	0
ET_SCN_13	scnpilot_dereplicated_Bacteroidales_1	0	0	3916741	0	0
ET_SCN_13	scnpilot_dereplicated_Bacteroidales_2	20	2999	3860239	0.000776895	3.35e-06
ET_SCN_13	scnpilot_dereplicated_Bacteroidetes_3	0	0	2468842	0	0
ET_SCN_13	scnpilot_dereplicated_Bacteroidetes_4	272	40792	4727320	0.008628991	3.72e-05
ET_SCN_13	scnpilot_dereplicated_Bacteroidetes_5	0	0	3123620	0	0
ET_SCN_13	scnpilot_dereplicated_Bacteroidetes_6	20	2999	4357586	0.000688225	2.96e-06
ET_SCN_13	scnpilot_dereplicated_Bacteroidetes_8	9	1350	3866915	0.000349116	1.5e-06
ET_SCN_13	scnpilot_dereplicated_Bacteroidia_1	0	0	3605433	0	0
ET_SCN_13	scnpilot_dereplicated_Bacteroidia_2	0	0	5737001	0	0
ET_SCN_13	scnpilot_dereplicated_Brevundimonas_1	0	0	2930189	0	0
ET_SCN_13	scnpilot_dereplicated_Burkholderiales_1	28	4200	5773277	0.00072749	3.13e-06
ET_SCN_13	scnpilot_dereplicated_Burkholderiales_2	8	1200	3643094	0.00032939	1.42e-06
ET_SCN_13	scnpilot_dereplicated_Burkholderiales_4	30	4499	4721507	0.000952874	4.1e-06
ET_SCN_13	scnpilot_dereplicated_Burkholderiales_7	0	0	3765990	0	0
ET_SCN_13	scnpilot_dereplicated_Burkholderiales_9	0	0	3170979	0	0
ET_SCN_13	scnpilot_dereplicated_Caedibacter_2	0	0	1832742	0	0
ET_SCN_13	scnpilot_dereplicated_Cellulomonas_1	964	144472	3706680	0.038976119	0.0001679
ET_SCN_13	scnpilot_dereplicated_Chlamydia_1	0	0	2529957	0	0
ET_SCN_13	scnpilot_dereplicated_Chlamydiales_1	6	899	2834110	0.000317207	1.37e-06
ET_SCN_13	scnpilot_dereplicated_Chloroflexi_1	0	0	4184439	0	0
ET_SCN_13	scnpilot_dereplicated_Clostridiales_1	0	0	3417378	0	0
ET_SCN_13	scnpilot_dereplicated_Clostridiales_2	2	300	3088360	9.71e-05	4.18e-07
